mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
6,1486.3013856333368,1924.4646647059708,579.6559685741086,595.0959684084856,6216.448743178297,63777.134697388996,0.4849286682391364,1.0,0.0
7,433.5412577237176,1049.9267707471736,1940.4594437908017,614.9325006887685,7689.788093914192,55015.422687466125,0.4183090975007117,1.0,0.0
8,7694.306714151627,1106.642897425685,318.8381857949789,614.9325006887685,6183.46173727876,56699.13987528093,0.4311112206668345,1.0,0.0
9,4716.860843372719,913.2768020936273,-0.8681545851941337,357.05758104509135,6020.905585139611,55952.18250914777,0.4871384999500933,1.0,0.0
10,2081.7556207171397,2067.1473035679373,1571.6012905131938,368.9595004132611,5914.720954994679,52245.80368751171,0.45486952064578473,1.0,0.0
11,1883.2752229404357,2510.243082683497,994.5501528311725,357.05758104509135,6396.167206166986,48891.54705309239,0.4256662354107265,1.0,0.0
12,518.2940779488835,1078.8938429908376,4.502020866093517,368.9595004132611,6308.694366016611,43806.57908673615,0.3813947958289002,1.0,0.0
1,6283.538236171036,627.2278167689219,0.6610451545057003,368.9595004132611,6079.194175317008,44268.53041879133,0.3854166993339246,1.0,0.0
2,4209.615250572367,1772.153369640284,1056.6379302274727,333.25374230875195,5613.760668464057,43246.6466980037,0.3765198363243982,1.0,0.0
3,10438.188767359237,801.9330610521647,918.0128995905688,368.9595004132611,6045.176983810429,47154.61914260084,0.41054395744239225,1.0,0.0
4,2105.9142267048574,560.4458703027485,62.05476454408927,595.0959684084856,6001.181133987232,43162.64737266864,0.3281866645062773,1.0,0.0
5,4906.549437055865,576.5732561402183,1056.3130932644708,614.9325006887685,7393.905756320084,39580.6187155914,0.3009507531641831,1.0,0.0
6,42.487929711745416,1183.3462751326078,826.6673753391806,595.0959684084856,5891.727455219461,33492.96212146862,0.2546633302673684,1.0,0.0
7,4688.332114934303,714.9596718145331,828.4360776415342,614.9325006887685,6181.669442282926,31271.21588760423,0.23777030979121835,1.0,0.0
8,4131.4280475783125,488.2546011329214,626.2088881424861,614.9325006887685,6198.21588760423,28451.54125987998,0.21633094804225,1.0,2.839094082681086
9,1945.4272905371447,420.5392784403157,303.3574078612837,357.05758104509135,3378.541259879981,26778.551580071085,0.2331430672149257,1.0,41.01593513948668
10,10534.063000106953,1885.508666442991,522.7767347762056,368.9595004132611,1705.5515800710855,36600.83543136047,0.31865917055225046,1.0,77.7066205906541
11,8835.732504650074,1081.2300560254298,342.4089756431349,357.05758104509135,6264.844448254001,39553.48698709375,0.34436594703947787,1.0,0.0
12,1995.5127806374605,1621.8172897242403,1981.1059869428937,368.9595004132611,6763.032864605909,34057.71870549338,0.29651794189089586,1.0,0.0
1,10868.988795895848,1177.4696167962393,-0.8681386380994809,368.9595004132611,6858.361705961716,38877.72405044859,0.33848252786766325,1.0,0.0
2,5199.65020099833,1595.214289501455,4554.236067159356,333.25374230875195,13052.568656138892,27732.530075341376,0.24144872451604416,1.0,0.0
3,1032.013246448793,828.6167690248731,939.714870415406,368.9595004132611,2659.530075341376,25624.955644645,0.22309947341158995,1.0,58.97263666073857
4,315.11920180978285,371.189673759407,451.3811454578754,595.0959684084856,551.9556446450006,24712.83176170283,0.18790371582985213,1.0,91.1187496637917
5,2205.134985092487,421.1589253793318,189.2231463593962,614.9325006887685,0.0,26534.970025126484,0.2017583219613781,1.0,100.0
6,6511.213457096523,350.255287222426,0.008760850421822397,595.0959684084856,1461.970025126484,31339.364015060037,0.23828847324975153,1.0,76.68475734540334
7,8758.306723207099,1353.8179969245648,1177.2416632151617,614.9325006887685,6132.019716780734,33527.29485450704,0.25492437878559254,1.0,0.0
8,3127.668963735859,819.5241640748864,958.6116980147999,614.9325006887685,6460.24310153754,29440.700682076676,0.22385200968225616,1.0,0.0
9,681.3047041667587,1471.917646438833,2643.2644415430186,357.05758104509135,4367.7006820766765,24225.900328017484,0.21091882776514523,1.0,59.2077276350842
10,10694.623728853496,998.3734331989981,43.53821649728707,368.9595004132611,0.0,35506.39977315942,0.3091306459993291,1.0,100.0
11,952.8652837477746,719.3123146797298,1509.2201976403157,357.05758104509135,8441.313340043254,26870.98625285826,0.23394783453276105,1.0,0.0
12,5214.848539485886,524.3443644808103,-0.8091225473363011,368.9595004132611,1797.9862528582598,30444.042526100773,0.2650560629365424,1.0,72.84233153384837
1,5207.237319034384,1171.4403613409268,1208.4633864004973,368.9595004132611,5371.042526100773,29874.25479356154,0.260095299497623,1.0,11.664701215917674
2,3420.0338626313774,287.15608046621855,4.926055092510069,333.25374230875195,4801.25479356154,28442.010145696335,0.2476256963823462,1.0,15.57654302171143
3,10024.894003439618,1869.5566326711487,0.13412074887673953,368.9595004132611,3369.010145696335,36598.35701494862,0.3186375926262612,1.0,62.41147347306779
4,54.38906769375481,1455.4521079193219,4.102534897989244,595.0959684084856,7697.101189474084,29811.89849778113,0.226674407760767,1.0,0.0
5,15765.372127269382,2128.864058904186,302.3279545892001,614.9325006887685,4738.898497781131,42049.9757308956,0.31972647920644226,1.0,47.30807245734218
6,911.2332811076587,1780.0680120543984,411.40611363641074,595.0959684084856,7165.208979966533,36569.565962046225,0.2780562501624008,1.0,0.0
7,267.12811640472034,869.2381275774096,3753.6129851605365,614.9325006887685,11496.565962046225,21840.820758132824,0.1660664150834709,1.0,33.2766585103744
8,1567.0323823114363,61.75249049888953,172.1013474113497,614.9325006887685,0.0,22682.57178284303,0.1724666587654493,1.0,100.0
9,480.3323236783426,866.6198690062702,196.60011496501102,357.05758104509135,0.0,23475.866279517544,0.20438877933963437,1.0,100.0
10,5047.387087572505,843.60059278872,475.05416431638514,368.9595004132611,0.0,28522.840295149123,0.24832943082110082,1.0,100.0
11,6710.064149222428,947.2873065490821,239.5367935100876,357.05758104509135,3449.8402951491225,32133.75708121634,0.27976728557005204,1.0,49.695031092787524
12,814.0423626872125,1282.0336603079268,1423.0389852228836,368.9595004132611,6493.288561808639,25944.546056766696,0.22588193491671427,1.0,0.0
1,2684.2979799879295,297.2592563295875,648.8454969318009,368.9595004132611,871.546056766696,27036.752238972455,0.23539104890255289,1.0,88.82468081394165
2,9161.164013697155,1072.4185190521966,103.72439147849582,333.25374230875195,1963.7522389724545,34869.6043989621,0.303586491518654,1.0,71.15868924224873
3,6253.622421024318,737.4201526907054,794.2080032408121,368.9595004132611,6305.087192049172,34392.39227697388,0.2994317224490947,1.0,0.0
4,789.2499700546166,1296.1347688890455,-1.3346798841303098,595.0959684084856,7746.661964400129,28137.353762993054,0.21394202722970992,1.0,0.0
5,536.1585613214512,1127.3657747375946,32.52193833830461,614.9325006887685,3064.3537629930543,26089.06989703197,0.1983679257588754,1.0,63.23117744915475
6,501.08331059066967,342.2580826468111,532.6070260956476,595.0959684084856,1016.0698970319718,24788.63839873335,0.18848011067282086,1.0,85.57155302835451
